900,0.09500000001,0.08888888888,
800,0.052046,0.033178,
700,0.024591000000000002,0.01424725,
2000,4.746886818181818,1.5881955454545456,
1975,4.459175,1.5047104999999998,
1950,4.264702,1.3849061666666664,
1925,4.128039666666667,1.254878,
1900,3.897565125,1.1994837500000002,
1800,3.2507132,0.9046008000000001,
1700,2.3166432500000003,1.47954475,
1600,1.7689941666666666,1.1056485,
1500,1.3054456250000002,0.8075625,
1400,0.9442167142857143,0.5741649999999999,
1300,0.60036,0.619193,
1200,0.40152,0.48198,
1100,0.24177777777,0.177777777777777777,
1000,0.15000000001,0.100000000001,
