900,0.13139313333333333,0.045417
800,0.07076423529411766,0.030494823529411765
700,0.033182,0.00709225
2000,6.360148055555559,2.0659685925925926
1975,5.987884727272725,1.380839545454546
1950,5.608740357142856,1.3376146428571423
1925,5.350869746666667,0.9747530533333333
1900,5.083318315789472,1.3299538026315791
1800,4.11431565,0.8700825749999999
1700,3.1764231463414636,0.835582268292683
1600,2.4668141081081085,0.6583674324324323
1500,1.7774411142857147,0.48951097142857136
1400,1.2751748571428572,0.35228190476190474
1300,0.8863305789473683,0.10005526315789474
1200,0.57261485,0.15205634999999995
1100,0.3801819285714285,0.05536164285714285
1000,0.23323941176470586,0.09912111764705883
