20,0.020347333333333332,
30,0.11850927272727273,
31,0.17
32,0.191
33,0.22
34,0.249
35,0.30
36,0.343
37,0.4
38,0.444
39,0.527
40,0.5963202666666666,
41,0.7
42,0.8
43,0.94
44,1.168
45,1.3
46,1.612
47,1.931
48,2.219
49,2.626
50,2.9719098108108106,
51,3.5
52,4.066
53,0.64
54,0.645
55,0.64
56,0.645
57,0.64
58,10.29
59,11.47
60,12.61
70,48.0
80,196.0
90,365.675532,
100,770.8534836875001,
